conversation_no,talk_day,length,topic_description,prompt,from_caller_sex,from_caller_education,from_caller_birth_year,from_caller_dialect_area,to_caller_sex,to_caller_education,to_caller_birth_year,to_caller_dialect_area
4670,920410,5,DRUG TESTING,HOW DO YOU FEEL ABOUT THE PRACTICE OF SOME COMPANIES OR GOVERNMENT AGENCIES TESTING EMPLOYEES OR PROSPECTIVE EMPLOYEES FOR DRUGS?  IS RANDOM SPOT TESTING JUSTIFIED?  WHAT LIMITS SHOULD THERE BE,MALE,2,1962,NORTH MIDLAND,MALE,3,1943,WESTERN
4671,920413,5,FAMILY REUNIONS,DISCUSS PLANNING A FAMILY REUNION.  DRAW ON YOUR EXPERIENCES AND THOSE OF THE OTHER CALLER FOR MAKING THE NEXT GET-TOGETHER SUCCESSFUL AND MEMORABLE.,FEMALE,2,1968,WESTERN,MALE,2,1956,WESTERN
4672,920413,5,POLITICS,DISCUSS ANY RECENT POLITICAL ELECTIONS OR MOVEMENT THAT YOU AND THE OTHER CALLER CONSIDER INTERESTING OR IMPORTANT.  ORY,MALE,2,1962,NORTH MIDLAND,MALE,1,1964,SOUTH MIDLAND
4673,920413,5,GOLF,DISCUSS GOLF. ARE YOU A SPECTATOR OR A PLAYER?  WHAT ARE THE ASPECTS OF THE GAME THAT YOU THINK ARE MOST CHALLENGING?  WHAT DO YOU ENJOY THE MOST ABOUT PLAYING OR WATCHING GOLF?,FEMALE,3,1963,NORTHERN,MALE,3,1949,SOUTH MIDLAND
4674,920413,5,FAMILY REUNIONS,DISCUSS PLANNING A FAMILY REUNION.  DRAW ON YOUR EXPERIENCES AND THOSE OF THE OTHER CALLER FOR MAKING THE NEXT GET-TOGETHER SUCCESSFUL AND MEMORABLE.,FEMALE,3,1950,NYC,FEMALE,2,1954,NEW ENGLAND
4675,920413,5,FAMILY FINANCE,DOES YOUR FAMILY KEEP A MONTHLY BUDGETCAN YOU GIVE A GENERAL DESCRIPTION OF YOUR PROCEDURES,FEMALE,1,1935,NORTH MIDLAND,FEMALE,2,1964,SOUTHERN
4676,920413,5,CHILD CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?,FEMALE,3,1942,NYC,FEMALE,2,1954,SOUTH MIDLAND
4677,920413,5,UNIVERSAL HEALTH INS,DO YOU BELIEVE THAT THE US GOVERNMENT SHOULD PROVIDE UNIVERSAL HEALTH INSURANCE,FEMALE,2,1962,WESTERN,FEMALE,3,1954,NORTHERN
4678,920413,5,NEWS MEDIA,DISCUSS HOW YOU AND THE OTHER CALLER KEEP UP ON CURRENT EVENTS.      DO YOU GET MOST OF YOUR NEWS FROM TVOR PEOPLE YOU KNOW?  ARE YOU SATISFIED WITH THE QUALITY OF COVERAGE?,MALE,3,1952,SOUTH MIDLAND,MALE,2,1969,SOUTH MIDLAND
4679,920413,5,TRIAL BY JURY,DISCUSS POSSIBLE CHANGES IN THE WAY TRIALS BY JURY ARE CONDUCTED.     FOR EXAMPLE,MALE,3,1941,NYC,MALE,2,1956,SOUTH MIDLAND
4680,920413,5,IMMIGRATION,FIND OUT HOW THE OTHER CALLER FEELS ABOUT AMERICA'S IMMIGRATION POLICY.  IF THERE ARE PROBLEMS,FEMALE,3,1944,WESTERN,MALE,2,1958,SOUTH MIDLAND
4681,920413,5,TAXES,TALK ABOUT WHETHER AMERICANSY,FEMALE,2,1959,NORTHERN,MALE,2,1965,NORTHERN
4682,920413,5,CONSUMER GOODS,FIND OUT FROM THE OTHER CALLER WHETHER THEY HAVE HAD TO RETURN A PRODUCT THEY BOUGHT RECENTLY.  ARE CONSUMER GOODS GENERALLY GETTING BETTER OR WORSE IN QUALITY?,FEMALE,2,1941,NORTHERN,MALE,2,1963,SOUTHERN
4683,920413,5,CLOTHING AND DRESS,THE TOPIC IS CLOTHING.  PLEASE FIND OUT HOW THE OTHER CALLER TYPICALLY DRESSES FOR WORK.  HOW MUCH VARIATION IS THERE FROM DAY TO DAY?  HOW MUCH VARIATION IS THERE FROM SEASON TO SEASON?,FEMALE,2,1968,NORTHERN,FEMALE,2,1970,NORTH MIDLAND
4684,920413,5,LATIN AMERICA,WHAT DO YOU THINK ABOUT CURRENT OR RECENT AMERICAN ACTIONS IN LATIN AMERICA,MALE,3,1940,WESTERN,MALE,3,1962,WESTERN
4685,920413,5,AIR POLLUTION,PLEASE DISCUSS AIR POLLUTION.  FIND OUT WHAT SUBSTANCES THE OTHER CALLER THINKS CONTRIBUTE THE MOST TO AIR POLLUTION TODAY.  WHAT CAN INDIVIDUALS OR SOCIETY DO TO IMPROVE AIR QUALITY?,MALE,2,1969,WESTERN,MALE,2,1955,NYC
4686,920413,5,JOB BENEFITS,WHAT DO YOU CONSIDER THE MOST IMPORTANT BENEFITS BESIDES SALARY IN A JOB WITH A LARGE ORGANIZATION?  HOW SATISFIED ARE YOU WITH THE CURRENT BENEFITS OF YOUR JOB,FEMALE,1,1946,SOUTH MIDLAND,FEMALE,2,1967,SOUTH MIDLAND
4687,920413,5,TAXES,TALK ABOUT WHETHER AMERICANSY,MALE,2,1964,NORTHERN,MALE,3,1966,NORTHERN
4688,920414,5,FAMILY FINANCE,DOES YOUR FAMILY KEEP A MONTHLY BUDGETCAN YOU GIVE A GENERAL DESCRIPTION OF YOUR PROCEDURES,MALE,0,1947,NORTHERN,FEMALE,2,1954,NEW ENGLAND
4689,920414,5,FAMILY LIFE,IF YOU HAVE CHILDRENY,MALE,3,1963,WESTERN,FEMALE,1,1954,WESTERN
4690,920414,5,RIGHT TO PRIVACY,FIND OUT WHAT EVERYDAY OCCURRENCES THE OTHER CALLER CONSIDERS TO BE AN INTRUSION OF PRIVACY.  WHAT CAN BE DONE TO PREVENT THEM?  DO YOU AGREE OR DISAGREE?,FEMALE,2,1962,WESTERN,MALE,3,1959,SOUTHERN
4691,920414,5,FOOTBALL,PLEASE DISCUSS PROFESSIONAL FOOTBALL.  FIND OUT THE OTHER CALLER'S FAVORITE PRO FOOTBALL TEAM AND WHERE IT'S HEADED THIS YEAR.       DO YOU AGREE WITH THE CALLER'S PREDICTION?,FEMALE,2,1941,NORTHERN,MALE,2,1955,NEW ENGLAND
4692,920414,5,DRUG TESTING,HOW DO YOU FEEL ABOUT THE PRACTICE OF SOME COMPANIES OR GOVERNMENT AGENCIES TESTING EMPLOYEES OR PROSPECTIVE EMPLOYEES FOR DRUGS?  IS RANDOM SPOT TESTING JUSTIFIED?  WHAT LIMITS SHOULD THERE BE,MALE,2,1965,NORTHERN,MALE,3,1942,WESTERN
4693,920414,5,FAMILY REUNIONS,DISCUSS PLANNING A FAMILY REUNION.  DRAW ON YOUR EXPERIENCES AND THOSE OF THE OTHER CALLER FOR MAKING THE NEXT GET-TOGETHER SUCCESSFUL AND MEMORABLE.,MALE,3,1940,WESTERN,FEMALE,2,1936,NORTHERN
4694,920414,5,CARE OF THE ELDERLY,PLEASE DISCUSS CARE OF THE ELDERLY.  FIND OUT HOW THE OTHER CALLER FEELS ABOUT SENDING AN ELDERLY FAMILY MEMBER TO A NURSING HOME.  WHAT SHOULD ONE KNOW ABOUT THE NURSING HOME ENVIRONMENT WHEN MAKING THIS DECISION?,FEMALE,2,1964,SOUTHERN,MALE,2,1956,SOUTH MIDLAND
4695,920414,5,CAMPING,FIND OUT FROM THE OTHER CALLER WHAT KIND OF CAMPING THEY HAVE DONE.  HOW DOES IT COMPARE WITH YOUR OWN EXPERIENCES?,FEMALE,3,1950,NYC,MALE,3,1952,SOUTH MIDLAND
4696,920414,5,POLITICS,DISCUSS ANY RECENT POLITICAL ELECTIONS OR MOVEMENT THAT YOU AND THE OTHER CALLER CONSIDER INTERESTING OR IMPORTANT.  ORY,FEMALE,3,1944,WESTERN,MALE,2,1964,NORTHERN
4697,920414,5,TRIAL BY JURY,DISCUSS POSSIBLE CHANGES IN THE WAY TRIALS BY JURY ARE CONDUCTED.     FOR EXAMPLE,FEMALE,3,1956,SOUTHERN,FEMALE,3,1948,NEW ENGLAND
4698,920414,5,COMPUTERS,FIND OUT THE OTHER CALLERS' PREFERENCE AND LEVEL OF INTEREST IN PERSONAL COMPUTERS.  HOW DOES IT COMPARE TO YOUR INTEREST AND PREFERENCE?,MALE,3,1941,SOUTHERN,MALE,3,1966,NORTHERN
4699,920415,5,JOB BENEFITS,WHAT DO YOU CONSIDER THE MOST IMPORTANT BENEFITS BESIDES SALARY IN A JOB WITH A LARGE ORGANIZATION?  HOW SATISFIED ARE YOU WITH THE CURRENT BENEFITS OF YOUR JOB,FEMALE,2,1964,SOUTHERN,MALE,2,1956,WESTERN
4700,920415,5,CAPITAL PUNISHMENT,COMPARE YOUR OPINIONS AND THOSE OF THE OTHER CALLER ON CAPITAL PUNISHMENT.  DO EITHER OF YOU THINK IT SHOULD BE RESTRICTED TO CERTAIN CRIMES OR CIRCUMSTANCES?  HOW DO THE POLICIES AND PRACTICES OF YOUR STATE FIT WITH YOUR OPINIONS?,MALE,2,1962,NORTH MIDLAND,MALE,2,1967,SOUTH MIDLAND
4701,920415,5,CHILD CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?,FEMALE,1,1946,SOUTH MIDLAND,FEMALE,2,1936,NORTHERN
4702,920415,5,UNIVERSAL PBLIC SERV,SEE HOW THE OTHER CALLER FEELS ABOUT THE PROPOSAL THAT ALL YOUNG AMERICANS SHOULD SPEND A YEAR OR TWO DOING SOME KIND OF PUBLIC SERVICE,FEMALE,3,1954,NORTHERN,MALE,2,1964,NORTHERN
4703,920415,5,DRUG TESTING,HOW DO YOU FEEL ABOUT THE PRACTICE OF SOME COMPANIES OR GOVERNMENT AGENCIES TESTING EMPLOYEES OR PROSPECTIVE EMPLOYEES FOR DRUGS?  IS RANDOM SPOT TESTING JUSTIFIED?  WHAT LIMITS SHOULD THERE BE,FEMALE,2,1959,NORTHERN,MALE,3,1965,SOUTH MIDLAND
4704,920415,5,FAMILY LIFE,IF YOU HAVE CHILDRENY,MALE,2,1955,NEW ENGLAND,FEMALE,3,1948,SOUTH MIDLAND
4705,920415,5,NEWS MEDIA,DISCUSS HOW YOU AND THE OTHER CALLER KEEP UP ON CURRENT EVENTS.      DO YOU GET MOST OF YOUR NEWS FROM TVOR PEOPLE YOU KNOW?  ARE YOU SATISFIED WITH THE QUALITY OF COVERAGE?,MALE,3,1952,NORTH MIDLAND,FEMALE,2,1939,NORTH MIDLAND
4706,920415,5,EXERCISE AND FITNESS,DO YOU DO ANY EXERCISE REGULARLY TO MAINTAIN YOUR HEALTH OR FITNESS LEVEL?  IF SOOR DO IT AS A TASK?  COMPARE YOUR HABITS AND YOUR MOTIVES,MALE,2,1969,WESTERN,MALE,2,1969,WESTERN
4707,920415,5,TAXES,TALK ABOUT WHETHER AMERICANSY,MALE,3,1941,NYC,MALE,3,1942,WESTERN
4708,920415,5,RECYCLING,WHAT IS BEING DONE IN YOUR COMMUNITY OR AREA ABOUT RECYCLING WASTE MATERIALS?  DO YOU THINK MORE SHOULD BE DONE?  DO YOU HAVE ANY IDEAS ON HOW TO ENCOURAGE MORE RECYCLING OR ON WHAT OTHER MATERIALS SHOULD BE INCLUDED?,MALE,2,1955,NYC,MALE,2,1956,SOUTH MIDLAND
4709,920416,5,JOB BENEFITS,WHAT DO YOU CONSIDER THE MOST IMPORTANT BENEFITS BESIDES SALARY IN A JOB WITH A LARGE ORGANIZATION?  HOW SATISFIED ARE YOU WITH THE CURRENT BENEFITS OF YOUR JOB,FEMALE,1,1935,NORTH MIDLAND,MALE,2,1966,WESTERN
4710,920416,5,CAPITAL PUNISHMENT,COMPARE YOUR OPINIONS AND THOSE OF THE OTHER CALLER ON CAPITAL PUNISHMENT.  DO EITHER OF YOU THINK IT SHOULD BE RESTRICTED TO CERTAIN CRIMES OR CIRCUMSTANCES?  HOW DO THE POLICIES AND PRACTICES OF YOUR STATE FIT WITH YOUR OPINIONS?,MALE,0,1947,NORTHERN,MALE,2,1934,SOUTH MIDLAND
4711,920416,5,PUBLIC EDUCATION,DISCUSS WITH THE OTHER CALLER WHETHER THERE IS SOMETHING SERIOUSLY WRONG WITH OUR PUBLIC SCHOOL SYSTEMS TODAYY,FEMALE,2,1968,WESTERN,FEMALE,2,1970,NORTH MIDLAND
4712,920416,5,TRIAL BY JURY,DISCUSS POSSIBLE CHANGES IN THE WAY TRIALS BY JURY ARE CONDUCTED.     FOR EXAMPLE,MALE,3,1958,SOUTHERN,FEMALE,2,1936,NORTHERN
4713,920416,5,COMPUTERS,FIND OUT THE OTHER CALLERS' PREFERENCE AND LEVEL OF INTEREST IN PERSONAL COMPUTERS.  HOW DOES IT COMPARE TO YOUR INTEREST AND PREFERENCE?,MALE,2,1955,NEW ENGLAND,MALE,2,1962,NORTHERN
4714,920416,5,RECYCLING,WHAT IS BEING DONE IN YOUR COMMUNITY OR AREA ABOUT RECYCLING WASTE MATERIALS?  DO YOU THINK MORE SHOULD BE DONE?  DO YOU HAVE ANY IDEAS ON HOW TO ENCOURAGE MORE RECYCLING OR ON WHAT OTHER MATERIALS SHOULD BE INCLUDED?,MALE,2,1963,SOUTHERN,FEMALE,1,1946,SOUTH MIDLAND
4715,920416,5,PUBLIC EDUCATION,DISCUSS WITH THE OTHER CALLER WHETHER THERE IS SOMETHING SERIOUSLY WRONG WITH OUR PUBLIC SCHOOL SYSTEMS TODAYY,FEMALE,3,1942,NYC,MALE,3,1952,NORTHERN
4716,920416,5,GUN CONTROL,DISCUSS GUN CONTROL.  WHERE DO YOU AND THE OTHER CALLER STAND ON A SCALE FROM 1 TO 10,FEMALE,2,1959,NORTHERN,MALE,3,1966,NORTHERN
4717,920416,5,NEWS MEDIA,DISCUSS HOW YOU AND THE OTHER CALLER KEEP UP ON CURRENT EVENTS.      DO YOU GET MOST OF YOUR NEWS FROM TVOR PEOPLE YOU KNOW?  ARE YOU SATISFIED WITH THE QUALITY OF COVERAGE?,MALE,2,1964,NORTHERN,MALE,3,1953,NORTH MIDLAND
4718,920416,4,JOB BENEFITS,WHAT DO YOU CONSIDER THE MOST IMPORTANT BENEFITS BESIDES SALARY IN A JOB WITH A LARGE ORGANIZATION?  HOW SATISFIED ARE YOU WITH THE CURRENT BENEFITS OF YOUR JOB,MALE,2,1955,NYC,MALE,2,1963,WESTERN
4719,920416,5,GUN CONTROL,DISCUSS GUN CONTROL.  WHERE DO YOU AND THE OTHER CALLER STAND ON A SCALE FROM 1 TO 10,MALE,2,1969,WESTERN,FEMALE,3,1945,WESTERN
4720,920416,5,JOB BENEFITS,WHAT DO YOU CONSIDER THE MOST IMPORTANT BENEFITS BESIDES SALARY IN A JOB WITH A LARGE ORGANIZATION?  HOW SATISFIED ARE YOU WITH THE CURRENT BENEFITS OF YOUR JOB,MALE,3,1941,NYC,FEMALE,2,1947,NORTH MIDLAND
4721,920416,5,EXERCISE AND FITNESS,DO YOU DO ANY EXERCISE REGULARLY TO MAINTAIN YOUR HEALTH OR FITNESS LEVEL?  IF SOOR DO IT AS A TASK?  COMPARE YOUR HABITS AND YOUR MOTIVES,FEMALE,2,1941,NORTHERN,MALE,3,1944,NORTH MIDLAND
4722,920416,5,HOME REPAIRS,FIND OUT WHAT THE LAST HOME REPAIR OR REMODELING PROJECT THE OTHER CALLERUNDERTOOK.  HOW SUCCESSFUL WAS IT?  HOW DOES IT COMPARE TO YOUR OWN EXPERIENCE?,MALE,3,1952,SOUTH MIDLAND,MALE,3,1952,NORTH MIDLAND
4723,920417,5,BUYING A CAR,WHAT KIND OF CAR DO YOU THINK YOU MIGHT BUY NEXT?  WHAT SORTS OF THINGS WILL ENTER INTO YOUR DECISION?  SEE IF YOUR REQUIREMENTS AND THE OTHER CALLER'S REQUIREMENTS ARE SIMILAR.,FEMALE,2,1941,NORTHERN,MALE,2,1966,WESTERN
4724,920417,5,PUBLIC EDUCATION,DISCUSS WITH THE OTHER CALLER WHETHER THERE IS SOMETHING SERIOUSLY WRONG WITH OUR PUBLIC SCHOOL SYSTEMS TODAYY,MALE,2,1962,NORTH MIDLAND,MALE,3,1949,SOUTH MIDLAND
4725,920417,5,TAXES,TALK ABOUT WHETHER AMERICANSY,MALE,2,1937,NORTHERN,FEMALE,2,1953,SOUTH MIDLAND
4726,920417,5,GUN CONTROL,DISCUSS GUN CONTROL.  WHERE DO YOU AND THE OTHER CALLER STAND ON A SCALE FROM 1 TO 10,FEMALE,1,1935,NORTH MIDLAND,MALE,2,1966,NORTH MIDLAND
4727,920417,5,NEWS MEDIA,DISCUSS HOW YOU AND THE OTHER CALLER KEEP UP ON CURRENT EVENTS.      DO YOU GET MOST OF YOUR NEWS FROM TVOR PEOPLE YOU KNOW?  ARE YOU SATISFIED WITH THE QUALITY OF COVERAGE?,MALE,2,1963,SOUTHERN,MALE,2,1956,SOUTHERN
4728,920417,5,BUYING A CAR,WHAT KIND OF CAR DO YOU THINK YOU MIGHT BUY NEXT?  WHAT SORTS OF THINGS WILL ENTER INTO YOUR DECISION?  SEE IF YOUR REQUIREMENTS AND THE OTHER CALLER'S REQUIREMENTS ARE SIMILAR.,MALE,3,1941,NYC,MALE,2,1967,NORTHERN
4729,920417,5,EXERCISE AND FITNESS,DO YOU DO ANY EXERCISE REGULARLY TO MAINTAIN YOUR HEALTH OR FITNESS LEVEL?  IF SOOR DO IT AS A TASK?  COMPARE YOUR HABITS AND YOUR MOTIVES,MALE,2,1960,NEW ENGLAND,MALE,2,1956,SOUTH MIDLAND
4730,920417,5,AUTO REPAIRS,WHAT WAS THE LAST AUTO REPAIR YOU PERFORMED OR HAD DONE ON YOUR CAR? ARE THERE SOME TYPES OF REPAIRS OR MAINTENANCE TASKS YOU PREFER TO DO YOURSELF?  DISCUSS YOUR EXPERIENCES IN THIS AREA WITH THE OTHER CALLER.,MALE,2,1969,NORTH MIDLAND,MALE,3,1966,NORTHERN
4731,920417,5,TAXES,TALK ABOUT WHETHER AMERICANSY,MALE,2,1955,NYC,MALE,3,1958,SOUTHERN
4732,920418,5,TAXES,TALK ABOUT WHETHER AMERICANSY,MALE,3,1966,NYC,FEMALE,2,1936,NORTHERN
4733,920418,5,PUBLIC EDUCATION,DISCUSS WITH THE OTHER CALLER WHETHER THERE IS SOMETHING SERIOUSLY WRONG WITH OUR PUBLIC SCHOOL SYSTEMS TODAYY,FEMALE,2,1941,NORTHERN,FEMALE,2,1947,NORTH MIDLAND
4734,920418,5,CRIME,DISCUSS CRIME IN AMERICAN CITIES TODAY.  WHAT ARE YOUR CONCERNS AND THE CONCERNS OF THE OTHER CALLER?  WHAT STEPS CAN BE TAKEN TO REDUCE CRIME?,MALE,2,1964,NORTHERN,MALE,1,1964,SOUTH MIDLAND
4735,920418,5,UNIVERSAL PBLIC SERV,SEE HOW THE OTHER CALLER FEELS ABOUT THE PROPOSAL THAT ALL YOUNG AMERICANS SHOULD SPEND A YEAR OR TWO DOING SOME KIND OF PUBLIC SERVICE,FEMALE,2,1959,NORTHERN,MALE,2,1956,SOUTH MIDLAND
4736,920418,5,CAPITAL PUNISHMENT,COMPARE YOUR OPINIONS AND THOSE OF THE OTHER CALLER ON CAPITAL PUNISHMENT.  DO EITHER OF YOU THINK IT SHOULD BE RESTRICTED TO CERTAIN CRIMES OR CIRCUMSTANCES?  HOW DO THE POLICIES AND PRACTICES OF YOUR STATE FIT WITH YOUR OPINIONS?,MALE,2,1937,NORTHERN,MALE,2,1971,WESTERN
4737,920418,5,CRIME,DISCUSS CRIME IN AMERICAN CITIES TODAY.  WHAT ARE YOUR CONCERNS AND THE CONCERNS OF THE OTHER CALLER?  WHAT STEPS CAN BE TAKEN TO REDUCE CRIME?,MALE,2,1955,NYC,MALE,2,1970,SOUTH MIDLAND
4738,920418,5,BUYING A CAR,WHAT KIND OF CAR DO YOU THINK YOU MIGHT BUY NEXT?  WHAT SORTS OF THINGS WILL ENTER INTO YOUR DECISION?  SEE IF YOUR REQUIREMENTS AND THE OTHER CALLER'S REQUIREMENTS ARE SIMILAR.,MALE,2,1969,WESTERN,MALE,3,1949,SOUTH MIDLAND
4739,920419,5,CAPITAL PUNISHMENT,COMPARE YOUR OPINIONS AND THOSE OF THE OTHER CALLER ON CAPITAL PUNISHMENT.  DO EITHER OF YOU THINK IT SHOULD BE RESTRICTED TO CERTAIN CRIMES OR CIRCUMSTANCES?  HOW DO THE POLICIES AND PRACTICES OF YOUR STATE FIT WITH YOUR OPINIONS?,MALE,2,1961,WESTERN,MALE,2,1956,SOUTH MIDLAND
4740,920419,5,EXERCISE AND FITNESS,DO YOU DO ANY EXERCISE REGULARLY TO MAINTAIN YOUR HEALTH OR FITNESS LEVEL?  IF SOOR DO IT AS A TASK?  COMPARE YOUR HABITS AND YOUR MOTIVES,MALE,2,1955,NYC,FEMALE,1,1946,SOUTH MIDLAND
4741,920419,5,NEWS MEDIA,DISCUSS HOW YOU AND THE OTHER CALLER KEEP UP ON CURRENT EVENTS.      DO YOU GET MOST OF YOUR NEWS FROM TVOR PEOPLE YOU KNOW?  ARE YOU SATISFIED WITH THE QUALITY OF COVERAGE?,MALE,2,1953,SOUTHERN,MALE,2,1963,NORTHERN
4742,920419,5,FAMILY LIFE,IF YOU HAVE CHILDRENY,FEMALE,3,1942,NYC,FEMALE,2,1954,NEW ENGLAND
4743,920416,5,FAMILY FINANCE,DOES YOUR FAMILY KEEP A MONTHLY BUDGETCAN YOU GIVE A GENERAL DESCRIPTION OF YOUR PROCEDURES,MALE,2,1970,NYC,FEMALE,2,1954,SOUTH MIDLAND
4744,920418,5,NEWS MEDIA,DISCUSS HOW YOU AND THE OTHER CALLER KEEP UP ON CURRENT EVENTS.      DO YOU GET MOST OF YOUR NEWS FROM TVOR PEOPLE YOU KNOW?  ARE YOU SATISFIED WITH THE QUALITY OF COVERAGE?,MALE,2,1965,NORTHERN,MALE,3,1958,SOUTHERN
4745,920420,5,FAMILY LIFE,IF YOU HAVE CHILDRENY,FEMALE,2,1959,NORTHERN,FEMALE,1,1962,WESTERN
4746,920420,5,CLOTHING AND DRESS,THE TOPIC IS CLOTHING.  PLEASE FIND OUT HOW THE OTHER CALLER TYPICALLY DRESSES FOR WORK.  HOW MUCH VARIATION IS THERE FROM DAY TO DAY?  HOW MUCH VARIATION IS THERE FROM SEASON TO SEASON?,FEMALE,2,1941,NORTHERN,FEMALE,2,1954,NEW ENGLAND
4747,920420,5,BUYING A CAR,WHAT KIND OF CAR DO YOU THINK YOU MIGHT BUY NEXT?  WHAT SORTS OF THINGS WILL ENTER INTO YOUR DECISION?  SEE IF YOUR REQUIREMENTS AND THE OTHER CALLER'S REQUIREMENTS ARE SIMILAR.,MALE,2,1955,NYC,MALE,2,1969,SOUTH MIDLAND
4748,920420,5,FAMILY LIFE,IF YOU HAVE CHILDRENY,MALE,3,1952,NORTH MIDLAND,FEMALE,2,1954,SOUTH MIDLAND
4749,920420,5,BUYING A CAR,WHAT KIND OF CAR DO YOU THINK YOU MIGHT BUY NEXT?  WHAT SORTS OF THINGS WILL ENTER INTO YOUR DECISION?  SEE IF YOUR REQUIREMENTS AND THE OTHER CALLER'S REQUIREMENTS ARE SIMILAR.,MALE,2,1964,NORTHERN,MALE,3,1959,SOUTHERN
4750,920420,5,PUBLIC EDUCATION,DISCUSS WITH THE OTHER CALLER WHETHER THERE IS SOMETHING SERIOUSLY WRONG WITH OUR PUBLIC SCHOOL SYSTEMS TODAYY,MALE,2,1969,WESTERN,MALE,2,1971,WESTERN
4751,920420,5,CLOTHING AND DRESS,THE TOPIC IS CLOTHING.  PLEASE FIND OUT HOW THE OTHER CALLER TYPICALLY DRESSES FOR WORK.  HOW MUCH VARIATION IS THERE FROM DAY TO DAY?  HOW MUCH VARIATION IS THERE FROM SEASON TO SEASON?,FEMALE,3,1942,NYC,FEMALE,2,1964,SOUTHERN
4752,920420,5,CRIME,DISCUSS CRIME IN AMERICAN CITIES TODAY.  WHAT ARE YOUR CONCERNS AND THE CONCERNS OF THE OTHER CALLER?  WHAT STEPS CAN BE TAKEN TO REDUCE CRIME?,FEMALE,1,1935,NORTH MIDLAND,MALE,3,1966,NORTHERN
4753,920420,5,CAMPING,FIND OUT FROM THE OTHER CALLER WHAT KIND OF CAMPING THEY HAVE DONE.  HOW DOES IT COMPARE WITH YOUR OWN EXPERIENCES?,MALE,2,1969,NORTH MIDLAND,FEMALE,2,1968,NORTHERN
4754,920420,4,MAGAZINES,DO YOU HAVE MAGAZINES THAT YOU SUBSCRIBE TO OR READ ON A REGULAR BASIS? WHAT DO YOU LIKE OR DISLIKE ABOUT MAGAZINES,MALE,2,1969,NEW ENGLAND,MALE,2,1969,WESTERN
4755,920421,5,NEWS MEDIA,DISCUSS HOW YOU AND THE OTHER CALLER KEEP UP ON CURRENT EVENTS.      DO YOU GET MOST OF YOUR NEWS FROM TVOR PEOPLE YOU KNOW?  ARE YOU SATISFIED WITH THE QUALITY OF COVERAGE?,MALE,2,1967,SOUTH MIDLAND,MALE,1,1964,SOUTH MIDLAND
4756,920421,5,PUBLIC EDUCATION,DISCUSS WITH THE OTHER CALLER WHETHER THERE IS SOMETHING SERIOUSLY WRONG WITH OUR PUBLIC SCHOOL SYSTEMS TODAYY,MALE,2,1964,NORTHERN,MALE,3,1943,NORTH MIDLAND
4757,920421,5,COMPUTERS,FIND OUT THE OTHER CALLERS' PREFERENCE AND LEVEL OF INTEREST IN PERSONAL COMPUTERS.  HOW DOES IT COMPARE TO YOUR INTEREST AND PREFERENCE?,MALE,2,1962,NORTH MIDLAND,MALE,2,1966,WESTERN
4758,920421,5,MAGAZINES,DO YOU HAVE MAGAZINES THAT YOU SUBSCRIBE TO OR READ ON A REGULAR BASIS? WHAT DO YOU LIKE OR DISLIKE ABOUT MAGAZINES,FEMALE,1,1935,NORTH MIDLAND,MALE,3,1966,NYC
4759,920421,5,FAMILY FINANCE,DOES YOUR FAMILY KEEP A MONTHLY BUDGETCAN YOU GIVE A GENERAL DESCRIPTION OF YOUR PROCEDURES,FEMALE,2,1960,WESTERN,FEMALE,1,1946,SOUTH MIDLAND
4760,920421,5,FAMILY FINANCE,DOES YOUR FAMILY KEEP A MONTHLY BUDGETCAN YOU GIVE A GENERAL DESCRIPTION OF YOUR PROCEDURES,FEMALE,1,1938,NEW ENGLAND,MALE,2,1956,SOUTH MIDLAND
4761,920421,5,FISHING,FIND OUT WHAT KIND OF FISHING THE OTHER CALLER ENJOYS.  DO YOU HAVE SIMILAR OR DIFFERENT  INTERESTS IN THE KIND OF FISHING YOU ENJOY?,FEMALE,2,1959,NORTHERN,MALE,2,1969,SOUTH MIDLAND
4762,920421,5,BUYING A CAR,WHAT KIND OF CAR DO YOU THINK YOU MIGHT BUY NEXT?  WHAT SORTS OF THINGS WILL ENTER INTO YOUR DECISION?  SEE IF YOUR REQUIREMENTS AND THE OTHER CALLER'S REQUIREMENTS ARE SIMILAR.,MALE,3,1952,NORTH MIDLAND,FEMALE,1,1971,SOUTH MIDLAND
4763,920421,5,RECYCLING,WHAT IS BEING DONE IN YOUR COMMUNITY OR AREA ABOUT RECYCLING WASTE MATERIALS?  DO YOU THINK MORE SHOULD BE DONE?  DO YOU HAVE ANY IDEAS ON HOW TO ENCOURAGE MORE RECYCLING OR ON WHAT OTHER MATERIALS SHOULD BE INCLUDED?,MALE,2,1965,NORTHERN,MALE,3,1959,SOUTHERN
